epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,1209.34,0.87773,0.57651,0.92169,0.65939,0.63534,0.61971,0.35342,1.76939,1.48982,1.2053,0.00055188,0.00055188,0.00055188
126,1219.04,0.87312,0.58156,0.92043,0.60243,0.6557,0.59459,0.33831,1.7374,1.55605,1.17661,0.000544806,0.000544806,0.000544806
127,1228.43,0.86698,0.57551,0.91234,0.65305,0.62425,0.62429,0.35446,1.75569,1.55375,1.18656,0.000537733,0.000537733,0.000537733
128,1237.99,0.84894,0.56096,0.91527,0.62454,0.62867,0.58938,0.33569,1.80776,1.59723,1.20402,0.000530659,0.000530659,0.000530659
129,1247.47,0.85998,0.56365,0.91254,0.58213,0.64302,0.5767,0.32382,1.77771,1.64234,1.2252,0.000523586,0.000523586,0.000523586
130,1257.13,0.86099,0.56466,0.9165,0.65376,0.5855,0.57124,0.31372,1.79529,1.63702,1.20648,0.000516512,0.000516512,0.000516512
131,1266.63,0.84603,0.55735,0.91153,0.62799,0.62626,0.59201,0.34022,1.79646,1.61463,1.20553,0.000509438,0.000509438,0.000509438
132,1276.2,0.86209,0.56808,0.9156,0.65197,0.59902,0.59219,0.32972,1.81111,1.63085,1.22702,0.000502365,0.000502365,0.000502365
133,1285.74,0.8456,0.5483,0.91072,0.63505,0.64705,0.59967,0.33576,1.79304,1.5985,1.2089,0.000495291,0.000495291,0.000495291
134,1295.08,0.84821,0.55706,0.91368,0.61157,0.6323,0.59614,0.33417,1.76989,1.64278,1.2015,0.000488218,0.000488218,0.000488218
135,1304.5,0.85065,0.5595,0.91331,0.62275,0.62242,0.5862,0.32707,1.78976,1.64228,1.20812,0.000481144,0.000481144,0.000481144
136,1313.98,0.84141,0.55181,0.90805,0.61437,0.67411,0.58681,0.32734,1.81591,1.64337,1.22583,0.000474071,0.000474071,0.000474071
137,1323.55,0.84072,0.5486,0.90902,0.59689,0.65284,0.59306,0.33406,1.79857,1.66728,1.22129,0.000466997,0.000466997,0.000466997
138,1333,0.84035,0.55186,0.90903,0.58719,0.63713,0.57536,0.3355,1.77773,1.57239,1.20642,0.000459924,0.000459924,0.000459924
139,1342.55,0.84055,0.55667,0.91156,0.62758,0.63835,0.58722,0.32313,1.83029,1.62223,1.22323,0.00045285,0.00045285,0.00045285
140,1352.39,0.83252,0.54206,0.90462,0.63667,0.61361,0.57384,0.32328,1.81575,1.62677,1.21881,0.000445777,0.000445777,0.000445777
141,1361.84,0.80148,0.51598,0.89873,0.62004,0.6295,0.55895,0.31924,1.78483,1.6379,1.20707,0.000438703,0.000438703,0.000438703
142,1371.43,0.82759,0.5339,0.90697,0.63774,0.60983,0.57941,0.33378,1.7951,1.65548,1.21563,0.000431629,0.000431629,0.000431629
143,1381.02,0.82264,0.53633,0.90459,0.62974,0.60958,0.57118,0.32461,1.79173,1.70674,1.22252,0.000424556,0.000424556,0.000424556
144,1390.59,0.81348,0.52495,0.90046,0.61393,0.64383,0.58776,0.33816,1.7899,1.68004,1.21865,0.000417482,0.000417482,0.000417482
145,1400.2,0.80971,0.52547,0.90101,0.62397,0.63366,0.57464,0.32832,1.77609,1.68708,1.2043,0.000410409,0.000410409,0.000410409
146,1409.68,0.82332,0.54092,0.89854,0.6202,0.65623,0.58538,0.33602,1.77627,1.68005,1.20243,0.000403335,0.000403335,0.000403335
